,class,text_tfidf
0,ham,"  (0, 8227)	0.23740046706740076
  (0, 6577)	0.2886699971531115
  (0, 6546)	0.17470976865521373
  (0, 5771)	0.26626978862993933
  (0, 5652)	0.21591574358382695
  (0, 5633)	0.15503518517241696
  (0, 4226)	0.1207612814913702
  (0, 3827)	0.20974147459311784
  (0, 3732)	0.15858403593095066
  (0, 3265)	0.1353295925686567
  (0, 2569)	0.22817958436249464
  (0, 2401)	0.138269497481616
  (0, 1616)	0.2531665066355491
  (0, 672)	0.2886699971531115
  (0, 614)	0.24006322464115895
  (0, 419)	0.27556671515872133"
2878,ham,"  (0, 7993)	0.689824109530192
  (0, 7814)	0.3008406044347162
  (0, 5488)	0.658511676915628"
2879,spam,"  (0, 8236)	0.21465516557276
  (0, 7950)	0.20825977227942932
  (0, 7814)	0.12415277545228207
  (0, 7538)	0.1450253255377074
  (0, 7388)	0.14216937789988698
  (0, 7129)	0.23035043588945425
  (0, 6642)	0.20825977227942932
  (0, 6444)	0.47349165836556983
  (0, 5731)	0.24475524284153255
  (0, 5326)	0.22266457923150762
  (0, 4951)	0.15188891326566134
  (0, 4667)	0.25547864358783207
  (0, 2587)	0.22757737540067002
  (0, 2303)	0.18545289671196213
  (0, 2000)	0.157257892889364
  (0, 1888)	0.18920665275775728
  (0, 769)	0.24049958522858006
  (0, 363)	0.1802380121119181
  (0, 349)	0.21293203831940294
  (0, 0)	0.23035043588945425"
2880,ham,"  (0, 8153)	0.37206605636259404
  (0, 5885)	0.46542458023336003
  (0, 4807)	0.34290762031484967
  (0, 3551)	0.46542458023336003
  (0, 3550)	0.46542458023336003
  (0, 2204)	0.3067916132761709"
2881,ham,"  (0, 7814)	0.2139327744629443
  (0, 7622)	0.49054543657935173
  (0, 6202)	0.4021604664178018
  (0, 3737)	0.26569766881687706
  (0, 3652)	0.49054543657935173
  (0, 897)	0.49054543657935173"
2882,ham,"  (0, 4589)	0.6318887448735041
  (0, 2101)	0.7750591036186775"
2883,ham,"  (0, 6668)	0.38796004390589
  (0, 6642)	0.2838141472232973
  (0, 6598)	0.38796004390589
  (0, 6098)	0.22562478334835478
  (0, 5265)	0.3703497972297918
  (0, 4597)	0.2589483720680793
  (0, 3476)	0.36300221059639926
  (0, 1997)	0.34024488169351746
  (0, 1855)	0.34024488169351746"
2884,ham,"  (0, 8393)	0.39555625084344787
  (0, 7295)	0.5923813619739893
  (0, 2359)	0.32793012706880714
  (0, 1244)	0.6205492777895668"
2885,ham,"  (0, 5906)	0.5092317278478662
  (0, 4947)	0.4436232823196203
  (0, 3791)	0.5092317278478662
  (0, 2640)	0.5334458530067695"
2886,ham,"  (0, 4539)	0.6057875181220375
  (0, 1812)	0.7956264719625298"
2887,ham,"  (0, 8318)	0.32771355013197345
  (0, 8202)	0.2892758873393853
  (0, 5633)	0.2741891991293284
  (0, 3283)	0.3916821175699495
  (0, 2534)	0.3313244774111557
  (0, 1776)	0.510530530498951
  (0, 1219)	0.45816084513774386"
2888,ham,"  (0, 4623)	0.6667002459533484
  (0, 1384)	0.6106134303643642
  (0, 1310)	0.42738977608783363"
2889,ham,"  (0, 8027)	0.3277120138527223
  (0, 7235)	0.4559214858634401
  (0, 6677)	0.4034789951142313
  (0, 6331)	0.4286089154373962
  (0, 5857)	0.4034789951142313
  (0, 1588)	0.4188606371043539"
2890,ham,"  (0, 8317)	0.34186334949449815
  (0, 7557)	0.3388850771598618
  (0, 7250)	0.4678121389977984
  (0, 6017)	0.4003264005535637
  (0, 4539)	0.2698403161183329
  (0, 4437)	0.4081301630905455
  (0, 1498)	0.38703088268216024"
2891,ham,"  (0, 6401)	0.42030313617809795
  (0, 4045)	0.6063020634492057
  (0, 3835)	0.5250251452470049
  (0, 1310)	0.42437209902920336"
2892,ham,"  (0, 7210)	0.541098486767808
  (0, 5234)	0.734945720868064
  (0, 4539)	0.4087385655835648"
2893,ham,"  (0, 8331)	0.6330740826742274
  (0, 1855)	0.7740912128723496"
2894,ham,"  (0, 8093)	0.3843550978459288
  (0, 6642)	0.445583855564229
  (0, 3356)	0.5814434980482008
  (0, 2695)	0.5618270596881522"
2895,spam,"  (0, 8334)	0.3139441184214704
  (0, 7709)	0.24555294005929318
  (0, 7305)	0.26991436932668733
  (0, 6862)	0.27533216656867976
  (0, 5570)	0.3139441184214704
  (0, 5407)	0.21876667952110593
  (0, 5225)	0.19810826286309846
  (0, 5008)	0.24555294005929318
  (0, 4955)	0.23872911079864237
  (0, 4900)	0.2015231909645101
  (0, 4398)	0.2104585327696968
  (0, 3265)	0.14717819674473834
  (0, 2668)	0.23301720210650242
  (0, 1764)	0.2481575472371143
  (0, 1542)	0.2573786313738966
  (0, 299)	0.2069409882065025
  (0, 56)	0.24085983061928787"
2896,ham,"  (0, 8393)	0.2815841690111376
  (0, 7814)	0.1926523632262987
  (0, 6564)	0.39643547445270133
  (0, 4384)	0.34918163485177467
  (0, 4111)	0.3731919264828561
  (0, 3463)	0.22262818841117452
  (0, 2359)	0.2334432387997652
  (0, 2153)	0.4417496938659013
  (0, 2081)	0.4074708101743787"
2897,ham,"  (0, 4886)	0.6635194598825538
  (0, 3789)	0.544675605590834
  (0, 2095)	0.5129039003862441"
2898,ham,"  (0, 7714)	0.4003204854387788
  (0, 7646)	0.4444872129900648
  (0, 5900)	0.31793703516802696
  (0, 4398)	0.3121392247966103
  (0, 4226)	0.19478711504141918
  (0, 4142)	0.3605927419752281
  (0, 2033)	0.41785962757308054
  (0, 987)	0.31793703516802696"
2899,ham,"  (0, 4633)	0.26020001549184146
  (0, 3836)	0.3707236465934851
  (0, 3563)	0.26020001549184146
  (0, 2426)	0.40863803760195044
  (0, 2095)	0.2676159146643774
  (0, 2016)	0.5047221605426111
  (0, 963)	0.4835370707948811"
2900,spam,"  (0, 7956)	0.23999115023710513
  (0, 7814)	0.233252901044769
  (0, 7326)	0.24667163945607373
  (0, 6536)	0.1303111530520942
  (0, 5803)	0.19848816043867842
  (0, 5718)	0.1834959104170116
  (0, 5026)	0.14827911147298176
  (0, 4794)	0.22592014455686035
  (0, 2335)	0.20916632300992719
  (0, 1856)	0.22991781790914054
  (0, 1835)	0.47208526563883163
  (0, 1595)	0.18089095695775465
  (0, 1334)	0.20916632300992719
  (0, 778)	0.19848816043867842
  (0, 608)	0.17421046773878607
  (0, 351)	0.16013946205854127
  (0, 339)	0.24667163945607373
  (0, 316)	0.24667163945607373
  (0, 157)	0.22592014455686035"
2901,ham,"  (0, 8398)	0.39346554322605737
  (0, 8397)	0.39346554322605737
  (0, 6450)	0.22627973191627726
  (0, 5407)	0.5483596942687364
  (0, 4460)	0.35310426124927374
  (0, 4090)	0.3077510145339858
  (0, 2975)	0.34507326027084456"
2902,ham,"  (0, 7353)	0.46948119503315155
  (0, 5485)	0.6295520771633202
  (0, 5474)	0.6190731698673371"
2903,ham,"  (0, 8166)	0.194401992456028
  (0, 8005)	0.29762744983751505
  (0, 7979)	0.18430416593180501
  (0, 6570)	0.23687586809484823
  (0, 5953)	0.28910336263534353
  (0, 5196)	0.16792255438189407
  (0, 5188)	0.1875355774804594
  (0, 4726)	0.19581487020622035
  (0, 4610)	0.15104997438639853
  (0, 3807)	0.166374150163654
  (0, 3737)	0.164035004836728
  (0, 3357)	0.27934974373366844
  (0, 3254)	0.27934974373366844
  (0, 2575)	0.2717842491537099
  (0, 2385)	0.23234859844620565
  (0, 2095)	0.1441065919325739
  (0, 1343)	0.28910336263534353
  (0, 1061)	0.3028503163773998
  (0, 297)	0.20214091022541983"
2904,ham,"  (0, 7441)	0.2498298920663507
  (0, 6704)	0.3253922917757737
  (0, 5591)	0.36528578990091476
  (0, 5575)	0.4070394711398247
  (0, 4320)	0.18757223109815346
  (0, 3595)	0.3293572399877377
  (0, 2651)	0.21279699916211683
  (0, 2532)	0.22084905518410958
  (0, 2401)	0.19496706857219592
  (0, 2022)	0.38856317285530423
  (0, 1988)	0.3253922917757737"
2905,ham,"  (0, 8087)	0.40671131539082656
  (0, 7983)	0.3019114935324678
  (0, 7241)	0.2881900786822203
  (0, 5023)	0.33323754874036826
  (0, 4998)	0.2519271090962983
  (0, 4203)	0.3543114044616472
  (0, 3711)	0.40671131539082656
  (0, 3568)	0.27157708432201877
  (0, 2856)	0.281987005581219
  (0, 2401)	0.2040731558119632"
2906,ham,"  (0, 1032)	1.0"
2907,ham,"  (0, 8228)	0.31379216109672153
  (0, 8123)	0.2882846906554717
  (0, 7979)	0.20004334089955556
  (0, 7178)	0.27769813391060627
  (0, 6824)	0.259831688504245
  (0, 6725)	0.27769813391060627
  (0, 6689)	0.29499403298730886
  (0, 5380)	0.328713074793106
  (0, 4701)	0.3032056043518562
  (0, 4457)	0.1938958339253607
  (0, 2696)	0.31379216109672153
  (0, 2402)	0.21581025739739612
  (0, 1865)	0.29499403298730886"
2908,spam,"  (0, 7858)	0.27636156096539505
  (0, 7818)	0.2319483353898992
  (0, 5894)	0.22357330407025552
  (0, 5278)	0.21969333516294196
  (0, 4951)	0.2055788180955573
  (0, 4500)	0.25197642476524357
  (0, 4370)	0.28819955210172116
  (0, 3566)	0.2456080610683071
  (0, 2000)	0.21284563212226254
  (0, 1288)	0.25717978237774985
  (0, 488)	0.32043107496149814
  (0, 399)	0.2746697529522192
  (0, 333)	0.2905317727790382
  (0, 203)	0.38531031829289675"
2909,ham,"  (0, 5016)	0.7771807970824761
  (0, 3588)	0.6292773702003331"
2910,ham,"  (0, 6874)	0.47385876552421957
  (0, 4824)	0.60151258316787
  (0, 4539)	0.4193782792379082
  (0, 4397)	0.48760879968477827"
2911,ham,"  (0, 7446)	0.4179426356831751
  (0, 7353)	0.29756790535827216
  (0, 7063)	0.2961823876427245
  (0, 6375)	0.519399217135733
  (0, 5713)	0.40644935487096456
  (0, 3463)	0.2837820621399235
  (0, 2534)	0.3654372786136124"
2912,ham,"  (0, 7538)	0.29060848019976593
  (0, 6536)	0.2779747807255308
  (0, 4633)	0.26392101971745374
  (0, 4299)	0.5261905315318468
  (0, 3563)	0.26392101971745374
  (0, 3160)	0.5002964075573757
  (0, 2426)	0.41448178769469574"
2913,spam,"  (0, 8076)	0.2390278050774114
  (0, 7793)	0.23303387688088914
  (0, 7427)	0.27323793790316475
  (0, 7370)	0.27959709231843866
  (0, 6874)	0.16050548202947046
  (0, 6260)	0.31155619992883005
  (0, 6224)	0.25909580749463895
  (0, 6217)	0.1643848970643155
  (0, 5708)	0.17146963929950815
  (0, 5477)	0.27959709231843866
  (0, 5323)	0.21273716029859466
  (0, 4949)	0.22209388226176022
  (0, 4886)	0.1917828978717698
  (0, 4002)	0.23691329191573418
  (0, 3712)	0.19533295460286174
  (0, 2984)	0.31155619992883005
  (0, 628)	0.2974140695203043"
2914,ham,"  (0, 7538)	0.2935000960034049
  (0, 6756)	0.3612117497832639
  (0, 4589)	0.29940601659786004
  (0, 3789)	0.29112566042600957
  (0, 2757)	0.39730596955456204
  (0, 2738)	0.3659915817526049
  (0, 1577)	0.41860596909089803
  (0, 1498)	0.3767662721303917"
2915,ham,"  (0, 7497)	0.5014991610570805
  (0, 7353)	0.5532870648723054
  (0, 3287)	0.6651105286371836"
2916,ham,"  (0, 8329)	0.4401631481816525
  (0, 6396)	0.6309819682831761
  (0, 4610)	0.39367590760435217
  (0, 3128)	0.5031276562227477"
2917,ham,"  (0, 7405)	0.42458334120960384
  (0, 5295)	0.5697240754018982
  (0, 3568)	0.4542822983207455
  (0, 1955)	0.5373742250119209"
2918,ham,"  (0, 8300)	0.5968987328532773
  (0, 7814)	0.3130219214568251
  (0, 5650)	0.5673509758629185
  (0, 1807)	0.4731194876487577"
2919,ham,"  (0, 8294)	0.3526906231788482
  (0, 8109)	0.38236106962350136
  (0, 8005)	0.1878834921330788
  (0, 7814)	0.1667522687430863
  (0, 7497)	0.1831464075753356
  (0, 7410)	0.2636792838448884
  (0, 6930)	0.31797842607929316
  (0, 4901)	0.38236106962350136
  (0, 1488)	0.3353345246290707
  (0, 1313)	0.26503829976452215
  (0, 447)	0.3650049710737239"
2920,ham,"  (0, 8340)	0.5517671708438081
  (0, 8043)	0.45600177851003787
  (0, 7566)	0.5034521483438921
  (0, 5648)	0.4838918283073416"
2921,ham,"  (0, 7877)	0.5916110455290814
  (0, 6546)	0.6279796519532419
  (0, 6536)	0.5056064947572099"
2922,ham,"  (0, 6730)	0.6080942039580343
  (0, 6706)	0.6377116960969016
  (0, 3128)	0.4728057019261272"
2923,ham,"  (0, 7477)	0.2977735695030139
  (0, 5121)	0.3194719541267681
  (0, 3869)	0.34634784728222706
  (0, 3665)	0.24841595765198352
  (0, 3456)	0.4603843391569154
  (0, 3420)	0.49999755629303605
  (0, 3294)	0.2708976763475549
  (0, 1491)	0.30375056445743615"
2924,ham,"  (0, 2401)	0.463753973623306
  (0, 2101)	0.617155899306109
  (0, 2009)	0.6356499413201119"
2925,ham,"  (0, 7116)	0.6717251946545383
  (0, 4467)	0.5586189000997831
  (0, 4226)	0.28100736521467
  (0, 3941)	0.39719648539827285"
2926,ham,"  (0, 7814)	0.3852800780928728
  (0, 6669)	0.5948706061311803
  (0, 5343)	0.3947064096372767
  (0, 2856)	0.5847179436079609"
2927,ham,
2928,ham,"  (0, 8298)	0.345136262532605
  (0, 8271)	0.3294698690069353
  (0, 8003)	0.2303651490104454
  (0, 7461)	0.22315582582077634
  (0, 5149)	0.26995002936217233
  (0, 4928)	0.309732547385715
  (0, 4360)	0.29673190598906
  (0, 2930)	0.345136262532605
  (0, 2658)	0.309732547385715
  (0, 2271)	0.26728427723315756
  (0, 1634)	0.2624482136281382
  (0, 1313)	0.2392354647893291"
2929,ham,"  (0, 8026)	0.40105341454613264
  (0, 6758)	0.5288360039788291
  (0, 2641)	0.41279282857550537
  (0, 2413)	0.3943220043584617
  (0, 977)	0.4833227463423903"
2930,ham,"  (0, 7382)	0.5094518806688334
  (0, 6076)	0.6249602312630566
  (0, 4633)	0.3221864910421412
  (0, 3737)	0.37719387667686255
  (0, 3563)	0.3221864910421412"
2931,ham,"  (0, 8280)	0.28006778805456545
  (0, 7353)	0.15503976191716526
  (0, 7111)	0.2632899624365865
  (0, 6842)	0.28006778805456545
  (0, 6010)	0.21316736609050604
  (0, 4633)	0.4072025620860115
  (0, 3563)	0.4072025620860115
  (0, 3494)	0.13768316315077384
  (0, 1844)	0.2632899624365865
  (0, 1654)	0.2573016972753057
  (0, 1092)	0.2933850974484461
  (0, 1087)	0.21462736317390788
  (0, 390)	0.2933850974484461"
2932,ham,"  (0, 8340)	0.24650787034826957
  (0, 6844)	0.2885988294968649
  (0, 6291)	0.20853551232582965
  (0, 5196)	0.200172692227358
  (0, 4633)	0.16702251816098068
  (0, 4565)	0.36101382208194743
  (0, 4517)	0.36101382208194743
  (0, 4320)	0.1663626573500561
  (0, 4226)	0.15102536536760272
  (0, 3780)	0.27958035414269844
  (0, 3587)	0.25734991412352465
  (0, 3563)	0.16702251816098068
  (0, 3156)	0.3329998789145398
  (0, 2651)	0.1887351557822139
  (0, 1734)	0.2215805851767413
  (0, 857)	0.25582461699633047"
2933,ham,"  (0, 8369)	0.2828136531338273
  (0, 4824)	0.2828136531338273
  (0, 4589)	0.22474439881652497
  (0, 3275)	0.7762066328528766
  (0, 696)	0.43246513560979305"
2934,ham,"  (0, 8317)	0.4633877282996138
  (0, 4502)	0.8022104869981599
  (0, 3494)	0.3764706466797889"
2935,ham,"  (0, 8245)	0.27891365803812124
  (0, 8207)	0.2892775834407599
  (0, 8005)	0.17338423263434338
  (0, 7522)	0.6333166313435576
  (0, 7063)	0.3711956047777545
  (0, 4404)	0.35285367486655067
  (0, 4008)	0.3368369732691175
  (0, 3463)	0.1778273431777684"
2936,ham,"  (0, 8331)	0.324546756060265
  (0, 8327)	0.36613476190872757
  (0, 6730)	0.37096284255585976
  (0, 4566)	0.2688948966208029
  (0, 4226)	0.18929377831068747
  (0, 3912)	0.4524913430133877
  (0, 3494)	0.21235038843570614
  (0, 3140)	0.4524913430133877
  (0, 2532)	0.24551006147796206"
2937,ham,"  (0, 8341)	0.4447063910864457
  (0, 7877)	0.2949211775769443
  (0, 5662)	0.4447063910864457
  (0, 4455)	0.3900162582900438
  (0, 3732)	0.2841564608513766
  (0, 3601)	0.3308563709255285
  (0, 1566)	0.4185336740504997"
2938,ham,"  (0, 5343)	0.331770404835997
  (0, 4485)	0.34848550482760404
  (0, 3635)	0.5471038288103465
  (0, 1435)	0.6849552189019862"
2939,spam,"  (0, 5176)	0.41792988660026126
  (0, 4857)	0.4492707689808348
  (0, 114)	0.7896140741056115"
2940,ham,"  (0, 7452)	0.2869921944453716
  (0, 7353)	0.2354200804223667
  (0, 7197)	0.41092135027864274
  (0, 7111)	0.39979256524103673
  (0, 4589)	0.23151345511226432
  (0, 3668)	0.31952545264304977
  (0, 1203)	0.5181652198320387
  (0, 959)	0.3306542376806557"
2941,ham,"  (0, 8317)	0.21167119450142852
  (0, 8216)	0.3664422721067012
  (0, 8071)	0.20167701440889838
  (0, 8055)	0.3664422721067012
  (0, 7979)	0.22300401772940345
  (0, 5181)	0.27198264904335784
  (0, 4720)	0.26450321838801333
  (0, 4177)	0.23963753168455268
  (0, 3941)	0.21668024921559478
  (0, 3789)	0.18516687887173713
  (0, 3709)	0.23871562113305939
  (0, 3103)	0.3664422721067012
  (0, 2964)	0.34980875815155205"
2942,ham,"  (0, 6246)	0.655535363757119
  (0, 4857)	0.4043609069528007
  (0, 3636)	0.6377818151939817"
2943,spam,"  (0, 4857)	0.5212324043541472
  (0, 4226)	0.19161706974200296
  (0, 2335)	0.35826214077151297
  (0, 2082)	0.3245836443261649
  (0, 2079)	0.32091935466560023
  (0, 1285)	0.38091854516997925
  (0, 158)	0.4580449817507476"
2944,ham,"  (0, 8005)	0.11997251256487762
  (0, 7447)	0.18908175260421198
  (0, 6874)	0.12578251398139803
  (0, 6865)	0.21911042993064225
  (0, 6499)	0.18409830643754338
  (0, 6453)	0.17301561509675456
  (0, 6291)	0.14103372989741556
  (0, 5961)	0.2252096751047625
  (0, 4683)	0.24415566109040393
  (0, 4633)	0.11295826044389401
  (0, 4457)	0.14401850472336147
  (0, 4323)	0.19755930411105818
  (0, 4320)	0.22502398579542043
  (0, 3732)	0.13412959612345457
  (0, 3619)	0.19299316803543323
  (0, 3563)	0.11295826044389401
  (0, 3366)	0.2252096751047625
  (0, 3149)	0.21412698376397368
  (0, 3046)	0.18566063336888622
  (0, 2651)	0.2552852766980585
  (0, 2628)	0.18262047193832243
  (0, 2534)	0.15845231966576687
  (0, 2223)	0.16592232292061732
  (0, 2095)	0.11617765713983018
  (0, 1918)	0.21412698376397368
  (0, 1850)	0.18262047193832243
  (0, 1694)	0.20626368911912102
  (0, 1310)	0.2887423942020665"
2945,ham,"  (0, 6402)	0.6396581896417429
  (0, 4716)	0.3766139356394915
  (0, 3315)	0.6700741331422821"
2946,ham,"  (0, 4431)	0.5311919369464138
  (0, 3928)	0.8472515129069509"
2947,ham,"  (0, 6722)	0.2780462622702873
  (0, 6463)	0.2716826389748191
  (0, 6017)	0.24943187308729922
  (0, 5505)	0.3023111757804205
  (0, 5237)	0.2829085623934774
  (0, 5082)	0.3687517299424414
  (0, 4996)	0.34013734075945345
  (0, 4589)	0.1916336810402315
  (0, 4539)	0.1681297446053875
  (0, 3494)	0.17305209104806954
  (0, 3463)	0.18583947142585508
  (0, 3282)	0.2884209836279082
  (0, 2757)	0.25429417321048936
  (0, 2359)	0.19486736345517724
  (0, 2221)	0.2196864039077079"
2948,ham,"  (0, 3164)	0.5528537883610145
  (0, 2679)	0.5528537883610145
  (0, 1683)	0.5277586999832676
  (0, 1052)	0.331927901782481"
2949,ham,"  (0, 8197)	0.8100847758409506
  (0, 6401)	0.5863127629096238"
2950,ham,"  (0, 3732)	0.7606758720172122
  (0, 3265)	0.6491318954810754"
2951,ham,"  (0, 8126)	0.77054669897712
  (0, 7353)	0.4414522772286602
  (0, 5708)	0.4597582752111088"
2952,spam,"  (0, 7818)	0.22814965788784664
  (0, 5894)	0.2199117866086035
  (0, 4951)	0.20221200095550138
  (0, 3121)	0.2834796339663737
  (0, 2177)	0.22876015953695863
  (0, 1770)	0.2964367124647614
  (0, 1562)	0.2772593757221988
  (0, 1288)	0.2529678829836071
  (0, 1240)	0.2718355166533862
  (0, 608)	0.2468962383154918
  (0, 430)	0.3617964593498111
  (0, 136)	0.37899999218106
  (0, 15)	0.2964367124647614"
2953,ham,"  (0, 8224)	0.329777470141533
  (0, 7494)	0.33735904285382773
  (0, 7443)	0.25209000985160185
  (0, 7441)	0.29046916290920693
  (0, 7334)	0.45176987678740405
  (0, 4914)	0.28194297084377123
  (0, 4435)	0.4247060139103275
  (0, 2369)	0.4068795031595055"
2954,ham,"  (0, 8236)	0.4197375017226291
  (0, 4485)	0.2612387297398163
  (0, 4437)	0.3838814451036715
  (0, 3913)	0.40180947341315026
  (0, 1922)	0.3699753859914572
  (0, 1594)	0.5566661051946751"
2955,ham,"  (0, 8329)	0.5044126323607989
  (0, 7245)	0.863462735915598"
2956,ham,"  (0, 8220)	0.2779397478715675
  (0, 8093)	0.3108016092410543
  (0, 6465)	0.35110193084150276
  (0, 5196)	0.2730951707605128
  (0, 2966)	0.45431101407231456
  (0, 2254)	0.49253037610342026
  (0, 2032)	0.4234544240185997"
2957,spam,"  (0, 7447)	0.239191328772382
  (0, 7063)	0.1624578851944214
  (0, 6912)	0.19826008627897337
  (0, 6502)	0.2369597790267652
  (0, 6273)	0.4998311239539302
  (0, 6217)	0.16296266817612529
  (0, 6112)	0.27717806801115275
  (0, 5398)	0.23288719262992624
  (0, 5026)	0.1712551383827527
  (0, 2339)	0.27717806801115275
  (0, 1812)	0.18495326457612457
  (0, 926)	0.2499155619769651
  (0, 607)	0.1918385407872151
  (0, 253)	0.29484089589559775
  (0, 44)	0.29484089589559775"
2958,ham,"  (0, 7896)	0.26013467149477015
  (0, 6588)	0.26013467149477015
  (0, 5633)	0.13970979791005567
  (0, 3545)	0.20562379812706125
  (0, 3076)	0.16257831658248661
  (0, 2532)	0.28228464556211813
  (0, 2062)	0.2399487465872397
  (0, 1943)	0.24832666238149165
  (0, 1740)	0.26013467149477015
  (0, 1739)	0.6844222124218835
  (0, 1213)	0.20346561584932923"
2959,ham,"  (0, 6720)	0.4339282830919119
  (0, 6536)	0.3167921312592127
  (0, 4708)	0.4606915806038119
  (0, 3553)	0.5589403043712357
  (0, 1922)	0.43208563319705906"
2960,ham,"  (0, 7641)	0.23324617773660122
  (0, 5943)	0.23324617773660122
  (0, 5482)	0.21514674561667255
  (0, 5429)	0.1683603923023088
  (0, 5274)	0.23324617773660122
  (0, 4165)	0.23324617773660122
  (0, 4098)	0.23324617773660122
  (0, 4051)	0.20455925654216622
  (0, 3753)	0.21514674561667255
  (0, 3610)	0.15502173355597462
  (0, 3494)	0.10946047301958127
  (0, 3334)	0.23324617773660122
  (0, 2848)	0.1939717674676599
  (0, 2641)	0.13413851219600056
  (0, 2490)	0.23324617773660122
  (0, 2359)	0.12325926633245564
  (0, 2252)	0.2226586886620949
  (0, 2167)	0.23324617773660122
  (0, 1651)	0.46649235547320245
  (0, 865)	0.16729444997499154"
2961,ham,"  (0, 6631)	0.5773502691896257
  (0, 3934)	0.5773502691896257
  (0, 2627)	0.5773502691896257"
2962,ham,"  (0, 4320)	0.3040558065530693
  (0, 4118)	0.6598136300441572
  (0, 2654)	0.3486794285102449
  (0, 853)	0.5921306411959134"
2963,spam,"  (0, 6777)	0.38578423179631494
  (0, 5255)	0.325912077970743
  (0, 4739)	0.38578423179631494
  (0, 3921)	0.3462108906745942
  (0, 3463)	0.19442332577706808
  (0, 3052)	0.3462108906745942
  (0, 2706)	0.5644448415725303"
2964,ham,"  (0, 8302)	0.21267115951049653
  (0, 8048)	0.2994145314313287
  (0, 7229)	0.33363885454850334
  (0, 6425)	0.33363885454850334
